id,contig,og,description,start_coord,end_coord,win_var,prob_win_var,io,prob_io
1990,6,OG0000527,Lipoprotein-releasing_system_ATP-binding_protein_LolD,327909,328595,0.0,0.0,0.0,0.0
1991,6,OG0000595,Lipoprotein-releasing_system_transmembrane_protein_LolE,328613,329023,0.0,0.0,0.0,0.0
1992,6,OG0000528,Lipoprotein-releasing_system_transmembrane_protein_LolE,329227,329850,0.0,0.0,0.0,0.0
1993,6,OG0000175,Glyceraldehyde-3-phosphate_dehydrogenase_A,329920,330930,0.0,0.0,0.0,0.0
1994,6,OG0000176,Flavodoxin,331541,332056,0.0,0.0,0.0,0.0
1995,6,OG0000396,Deoxyribodipyrimidine_photo-lyase,332263,333714,0.0,0.0,0.0,0.0
1996,6,OG0000177,GTP_cyclohydrolase_1_type_2,333711,334454,0.0,0.0,0.0,0.0
1997,6,OG0000178,2-oxoglutarate_dehydrogenase_E1_component,334579,337308,0.0,0.0,0.0,0.0
1998,6,OG0000179,Dihydrolipoyllysine-residue_succinyltransferase_component_of_2-oxoglutarate_dehydrogenase_complex,337324,338586,0.0,0.0,0.0,0.0
1999,6,OG0000180,2_3-bisphosphoglycerate-dependent_phosphoglycerate_mutase,338685,339380,0.0,0.0,0.0,0.0
2000,6,OG0000181,ATP-dependent_6-phosphofructokinase_isozyme_1,339564,340526,0.0,0.0,0.0,0.0
2001,6,OG0000397,Glycerol_uptake_facilitator_protein,340592,341383,0.0,0.0,0.0,0.0
2002,6,OG0000182,Triosephosphate_isomerase,341392,342159,0.0,0.0,0.0,0.0
2003,6,OG0000374,Integration_host_factor_subunit_beta,342258,342542,0.0,0.0,0.0,0.0
2004,6,OG0000183,30S_ribosomal_protein_S1,342638,344314,0.0,0.0,0.0,0.0
2005,6,OG0000559,Cytidylate_kinase,344442,344756,0.0,0.0,0.0,0.0
2006,6,OG0000579,Cytidylate_kinase,344843,345097,0.0,0.0,0.0,0.0
2007,6,OG0000184,3-phosphoshikimate_1-carboxyvinyltransferase,345154,346437,0.0,0.0,0.0,0.0
2008,6,OG0000185,Phosphoserine_aminotransferase,346504,347589,0.0,0.0,0.0,0.0
2009,6,OG0000186,Serine--tRNA_ligase,347628,348911,0.0,0.0,0.0,0.0
2010,6,OG0000187,Thioredoxin_reductase,349259,350218,0.0,0.0,0.0,0.0
2011,6,OG0000188,Translation_initiation_factor_IF-1,350325,350543,0.0,0.0,0.0,0.0
2012,6,OG0000189,Aspartate--tRNA_ligase,350713,352473,0.0,0.0,0.0,0.0
2013,6,OG0000456,High-affinity_zinc_uptake_system_membrane_protein_ZnuB,352484,353272,0.0,0.0,0.0,0.0
2014,6,OG0000457,Zinc_import_ATP-binding_protein_ZnuC,353330,354046,0.0,0.0,0.0,0.0
2015,6,OG0000190,Pyruvate_kinase_II,355144,356586,0.0,0.0,0.0,0.0
2016,6,OG0000354,Glucose-6-phosphate_1-dehydrogenase,356871,358346,0.0,0.0,0.0,0.0
2017,6,OG0000330,Protease_HtpX,358531,359409,0.0,0.0,0.0,0.0
2018,6,OG0000584,Cold_shock-like_protein_CspC,359758,359967,0.0,0.0,0.0,0.0
2019,6,OG0000355,Magnesium_and_cobalt_efflux_protein_CorC,360270,361835,0.0,0.0,0.0,0.0
2020,6,OG0000042,tRNA_threonylcarbamoyladenosine_biosynthesis_protein_TsaB,361865,362530,0.0,0.0,0.0,0.0
2021,6,OG0000191,Cell_division_topological_specificity_factor,362676,362927,0.0,0.0,0.0,0.0
2022,6,OG0000192,Septum_site-determining_protein_MinD,362931,363743,0.0,0.0,0.0,0.0
2023,6,OG0000010,Septum_site-determining_protein_MinC,363770,364483,0.0,0.0,0.0,0.0
2024,6,OG0000598,Ribosomal_RNA_small_subunit_methyltransferase_C,364711,364887,0.0,0.0,0.0,0.0
2025,6,OG0000043,Ribosomal_RNA_small_subunit_methyltransferase_C,364884,365726,0.0,0.0,0.0,0.0
2026,6,OG0000193,Outer_membrane_protein_A,366278,367327,0.0,0.0,0.0,0.0
2027,6,OG0000362,putative_lipid_II_flippase_MurJ,367469,369004,0.0,0.0,0.0,0.0
2028,6,OG0000529,Dihydroorotase,369278,370330,0.0,0.0,0.0,0.0
2029,6,OG0000530,hypothetical_protein,370350,370757,0.0,0.0,0.0,0.0
2030,6,OG0000398,Flagella_basal_body_P-ring_formation_protein_FlgA,370830,371519,0.0,0.0,0.0,0.0
2031,6,OG0000363,Flagellar_basal_body_rod_protein_FlgB,371793,372194,0.0,0.0,0.0,0.0
2032,6,OG0000375,Flagellar_basal-body_rod_protein_FlgC,372203,372613,0.0,0.0,0.0,0.0
2033,6,OG0000503,Basal-body_rod_modification_protein_FlgD,372625,373335,0.0,0.0,0.0,0.0
2034,6,OG0000531,Flagellar_hook_protein_FlgE,373376,374602,0.0,0.0,0.0,0.0
2035,6,OG0000044,Flagellar_basal-body_rod_protein_FlgF,374629,375387,0.0,0.0,0.0,0.0
2036,6,OG0000376,Flagellar_basal-body_rod_protein_FlgG,375405,376187,0.0,0.0,0.0,0.0
2037,6,OG0000331,Flagellar_L-ring_protein,376271,376987,0.0,0.0,0.0,0.0
2038,6,OG0000194,Flagellar_P-ring_protein,377168,378325,0.0,0.0,0.0,0.0
2039,6,OG0000399,Peptidoglycan_hydrolase_FlgJ,378325,378624,0.0,0.0,0.0,0.0
2040,6,OG0000504,Flagellar_hook-associated_protein_1,378725,380356,0.0,0.0,0.0,0.0
2041,6,OG0000458,Ribonuclease_E,380521,383229,0.0,0.0,0.0,0.0
2042,6,OG0000195,Ribosomal_large_subunit_pseudouridine_synthase_C,383564,384508,0.0,0.0,0.0,0.0
2043,6,OG0000196,50S_ribosomal_protein_L32,384554,384718,0.0,0.0,0.0,0.0
2044,6,OG0000000,Malonyl_CoA-acyl_carrier_protein_transacylase,385139,385618,0.0,0.0,0.0,0.0
2045,6,OG0000000,Malonyl_CoA-acyl_carrier_protein_transacylase,385139,385618,0.0,0.0,0.0,0.0
2046,6,OG0000197,3-oxoacyl-[acyl-carrier-protein]_reductase_FabG,386084,386818,0.0,0.0,0.0,0.0
2047,6,OG0000198,Acyl_carrier_protein,386895,387137,0.0,0.0,0.0,0.0
2048,6,OG0000400,Thymidylate_kinase,387208,387846,0.0,0.0,0.0,0.0
2049,6,OG0000199,putative_metal-dependent_hydrolase_YcfH,388857,389651,0.0,0.0,0.0,0.0
2050,6,OG0000459,PTS_system_glucose-specific_EIICB_component,389748,391181,0.0,0.0,0.0,0.0
2051,6,OG0000364,Purine_nucleoside_phosphoramidase,391201,391545,0.0,0.0,0.0,0.0
2052,6,OG0000575,Penicillin-binding_protein_activator_LpoB,391604,392131,0.0,0.0,0.0,0.0
2053,6,OG0000532,Outer_membrane_protein_N,392380,393528,0.0,0.0,0.0,0.0
2054,6,OG0000200,Asparagine--tRNA_ligase,393668,395068,0.0,0.0,0.0,0.0
2055,6,OG0000505,Nicotinate_phosphoribosyltransferase,395216,396415,0.0,0.0,0.0,0.0
2056,6,OG0000533,Dihydroorotate_dehydrogenase__quinone_,396837,397700,0.0,0.0,0.0,0.0
2057,6,OG0000377,Ribosomal_RNA_large_subunit_methyltransferase_K/L,397876,399981,0.0,0.0,0.0,0.0
2058,6,OG0000046,ABC_transporter_ATP-binding_protein_uup,400001,401791,0.0,0.0,0.0,0.0
2059,6,OG0000047,Thiosulfate_sulfurtransferase_GlpE,401795,402769,0.0,0.0,0.0,0.0
2060,6,OG0000201,Valine--tRNA_ligase,402826,405693,0.0,0.0,0.0,0.0
2061,6,OG0000378,Cytosol_aminopeptidase,405770,407269,0.0,0.0,0.0,0.0
2062,6,OG0000011,Ornithine_carbamoyltransferase_subunit_F,407529,408545,0.0,0.0,0.0,0.0
2063,6,OG0000506,Aspartate_carbamoyltransferase_catalytic_subunit,408664,409596,0.0,0.0,0.0,0.0
2064,6,OG0000534,Aspartate_carbamoyltransferase_regulatory_chain,409604,410068,0.0,0.0,0.0,0.0
2065,6,OG0000202,Putative_reactive_intermediate_deaminase_TdcF,410113,410499,0.0,0.0,0.0,0.0
2066,6,OG0000203,ATP-dependent_RNA_helicase_DeaD,410586,412391,0.0,0.0,0.0,0.0
2067,6,OG0000204,Polyribonucleotide_nucleotidyltransferase,412772,414895,0.0,0.0,0.0,0.0
2068,6,OG0000205,30S_ribosomal_protein_S15,415097,415366,0.0,0.0,0.0,0.0
2069,6,OG0000048,tRNA_pseudouridine_synthase_B,415471,416409,0.0,0.0,0.0,0.0
2070,6,OG0000206,Ribosome-binding_factor_A,416450,416809,0.0,0.0,0.0,0.0
2071,6,OG0000207,Translation_initiation_factor_IF-2,416855,419449,0.0,0.0,0.0,0.0
2072,6,OG0000208,Transcription_termination/antitermination_protein_NusA,419467,420957,0.0,0.0,0.0,0.0
2073,6,OG0000356,Protein-export_membrane_protein_SecG,421430,421759,0.0,0.0,0.0,0.0
2074,6,OG0000460,Phosphoglucosamine_mutase,422021,423355,0.0,0.0,0.0,0.0
2075,6,OG0000209,ATP-dependent_zinc_metalloprotease_FtsH,423575,425419,0.0,0.0,0.0,0.0
2076,6,OG0000210,Ribosomal_RNA_large_subunit_methyltransferase_E,425476,425940,0.0,0.0,0.0,0.0
2077,6,OG0000211,Transcription_elongation_factor_GreA,426169,426648,0.0,0.0,0.0,0.0
2078,6,OG0000212,Acid_stress_protein_IbaG,427171,427413,0.0,0.0,0.0,0.0
2079,6,OG0000461,UDP-N-acetylglucosamine_1-carboxyvinyltransferase,427475,428725,0.0,0.0,0.0,0.0
2080,6,OG0000213,50S_ribosomal_protein_L21,428864,429190,0.0,0.0,0.0,0.0
2081,6,OG0000214,50S_ribosomal_protein_L27,429195,429449,0.0,0.0,0.0,0.0
2082,6,OG0000215,GTPase_Obg,429601,430605,0.0,0.0,0.0,0.0
2083,6,OG0000216,30S_ribosomal_protein_S9,430673,431065,0.0,0.0,0.0,0.0
2084,6,OG0000217,50S_ribosomal_protein_L13,431086,431514,0.0,0.0,0.0,0.0
2085,6,OG0000218,P-protein,431766,432923,0.0,0.0,0.0,0.0
2086,6,OG0000219,Signal_recognition_particle_protein,433105,434460,0.0,0.0,0.0,0.0
2087,6,OG0000220,30S_ribosomal_protein_S16,434570,434809,0.0,0.0,0.0,0.0
2088,6,OG0000221,tRNA__guanine-N_1_-_-methyltransferase,435356,436069,0.0,0.0,0.0,0.0
2089,6,OG0000222,50S_ribosomal_protein_L19,436168,436515,0.0,0.0,0.0,0.0
2090,6,OG0000332,Metalloprotease_TldD,436599,438050,0.0,0.0,0.0,0.0
2091,6,OG0000223,3-dehydroquinate_dehydratase_1,438208,438660,0.0,0.0,0.0,0.0
2092,6,OG0000462,DNA-binding_protein_Fis,438852,439148,0.0,0.0,0.0,0.0
2093,6,OG0000224,Ribosomal_large_subunit_pseudouridine_synthase_D,439317,440255,0.0,0.0,0.0,0.0
2094,6,OG0000535,Outer_membrane_protein_assembly_factor_BamD,440420,441160,0.0,0.0,0.0,0.0
2095,6,OG0000225,Alanine--tRNA_ligase,441324,443960,0.0,0.0,0.0,0.0
2096,6,OG0000226,Carbon_storage_regulator,444155,444328,0.0,0.0,0.0,0.0
2097,6,OG0000379,Glutamate--cysteine_ligase,444786,446342,0.0,0.0,0.0,0.0
2098,6,OG0000557,S-adenosylmethionine_synthase,446489,447625,0.0,0.0,0.0,0.0
2099,6,OG0000463,Nuclease_NucM,448229,448612,0.0,0.0,0.0,0.0
2100,6,OG0000380,Ribosomal_RNA_small_subunit_methyltransferase_E,448584,449345,0.0,0.0,0.0,0.0
2101,6,OG0000227,Ribose-5-phosphate_isomerase_A,449419,450090,0.0,0.0,0.0,0.0
2102,6,OG0000228,Glutamine--tRNA_ligase,450717,452432,0.0,0.0,0.0,0.0
2103,6,OG0000464,CTP_synthase,452534,454243,0.0,0.0,0.0,0.0
2104,6,OG0000229,Enolase,454273,455577,0.0,0.0,0.0,0.0
2105,6,OG0000465,Murein_hydrolase_activator_NlpD,455734,456738,0.0,0.0,0.0,0.0
2106,6,OG0000507,2-C-methyl-D-erythritol_2_4-cyclodiphosphate_synthase,456828,457313,0.0,0.0,0.0,0.0
2107,6,OG0000466,2-C-methyl-D-erythritol_4-phosphate_cytidylyltransferase,457329,458042,0.0,0.0,0.0,0.0
2108,6,OG0000508,Cell_division_protein_FtsB,458126,458341,0.0,0.0,0.0,0.0
2109,6,OG0000536,Adenylyl-sulfate_kinase,458399,459019,0.0,0.0,0.0,0.0
2110,6,OG0000509,Sulfate_adenylyltransferase_subunit_1,459020,460441,0.0,0.0,0.0,0.0
2111,6,OG0000537,Sulfate_adenylyltransferase_subunit_2,460460,461368,0.0,0.0,0.0,0.0
2112,6,OG0000538,Siroheme_synthase,461378,462799,0.0,0.0,0.0,0.0
2113,6,OG0000467,Phosphoadenosine_phosphosulfate_reductase,463137,463871,0.0,0.0,0.0,0.0
2114,6,OG0000539,Sulfite_reductase_[NADPH]_hemoprotein_beta-component,463887,465596,0.0,0.0,0.0,0.0
2115,6,OG0000540,Sulfite_reductase_[NADPH]_flavoprotein_alpha-component,465596,467401,0.0,0.0,0.0,0.0
2116,6,OG0000401,DNA_mismatch_repair_protein_MutS,467592,469973,0.0,0.0,0.0,0.0
2117,6,OG0000402,Thiol_disulfide_interchange_protein_DsbA,470157,470795,0.0,0.0,0.0,0.0
2118,6,OG0000230,putative_GTP-binding_protein_EngB,471839,472456,0.0,0.0,0.0,0.0
2119,6,OG0000231,GTP-binding_protein_TypA/BipA,472707,474530,0.0,0.0,0.0,0.0
2120,6,OG0000468,Guanylate_kinase,474653,475276,0.0,0.0,0.0,0.0
2121,6,OG0000232,tRNA-modifying_protein_YgfZ,475376,476335,0.0,0.0,0.0,0.0
2122,6,OG0000233,Peptide_chain_release_factor_RF2,476554,477603,0.0,0.0,0.0,0.0
2123,6,OG0000049,Lysine--tRNA_ligase__heat_inducible,477613,479133,0.0,0.0,0.0,0.0
2124,6,OG0000234,Diaminopimelate_decarboxylase,479199,480446,0.0,0.0,0.0,0.0
2125,6,OG0000381,Prolipoprotein_diacylglyceryl_transferase,480512,481357,0.0,0.0,0.0,0.0
2126,6,OG0000469,Thymidylate_synthase,481371,482165,0.0,0.0,0.0,0.0
2127,6,OG0000235,tRNA-2-methylthio-N_6_-dimethylallyladenosine_synthase,482233,483552,0.0,0.0,0.0,0.0
2128,6,OG0000236,Endoribonuclease_YbeY,483776,484042,0.0,0.0,0.0,0.0
2129,6,OG0000403,Magnesium_and_cobalt_efflux_protein_CorC,484123,484998,0.0,0.0,0.0,0.0
2130,6,OG0000237,Leucine--tRNA_ligase,485102,487681,0.0,0.0,0.0,0.0
2131,6,OG0000006,DNA_polymerase_III_subunit_delta,487721,488716,0.0,0.0,0.0,0.0
2132,6,OG0000510,Nicotinate-nucleotide_adenylyltransferase,488739,489383,0.0,0.0,0.0,0.0
2133,6,OG0000238,Sulfurtransferase_TusA,489443,489673,0.0,0.0,0.0,0.0
2134,6,OG0000239,Aspartate-semialdehyde_dehydrogenase,489820,490935,0.0,0.0,0.0,0.0
2135,6,OG0000365,hypothetical_protein,491231,491821,0.0,0.0,0.0,0.0
2136,6,OG0000240,Phosphoglycerate_kinase,491935,493107,0.0,0.0,0.0,0.0
2137,6,OG0000241,Fructose-bisphosphate_aldolase_class_2,493123,494199,0.0,0.0,0.0,0.0
2138,6,OG0000242,Small-conductance_mechanosensitive_channel,494335,495180,0.0,0.0,0.0,0.0
2139,6,OG0000001,RecBCD_enzyme_subunit_RecC,495239,498463,0.0,0.0,0.0,0.0
2140,6,OG0000002,RecBCD_enzyme_subunit_RecB,498468,501992,0.0,0.0,0.0,0.0
2141,6,OG0000243,RecBCD_enzyme_subunit_RecD,501998,503806,0.0,0.0,0.0,0.0
2142,6,OG0000562,Amino-acid_acetyltransferase,503845,505173,0.0,0.0,0.0,0.0
2143,6,OG0000541,Membrane-bound_lytic_murein_transglycosylase_A,505540,506619,0.0,0.0,0.0,0.0
2144,6,OG0000470,6_7-dimethyl-8-ribityllumazine_synthase,506658,507140,0.0,0.0,0.0,0.0
2145,6,OG0000558,Thiamine-monophosphate_kinase,507170,508141,0.0,0.0,0.0,0.0
2146,6,OG0000471,Riboflavin_biosynthesis_protein_RibD,508179,508622,0.0,0.0,0.0,0.0
2147,6,OG0000542,Riboflavin_biosynthesis_protein_RibD,508665,509309,0.0,0.0,0.0,0.0
2148,6,OG0000050,N_utilization_substance_protein_B,509324,509755,0.0,0.0,0.0,0.0
2149,6,OG0000472,1-deoxy-D-xylulose-5-phosphate_synthase,509810,511636,0.0,0.0,0.0,0.0
2150,6,OG0000511,Farnesyl_diphosphate_synthase,511694,512542,0.0,0.0,0.0,0.0
2151,6,OG0000404,Inner_membrane_transport_protein_YajR,512594,513766,0.0,0.0,0.0,0.0
2152,6,OG0000244,Sulfurtransferase_TusE,513840,514184,0.0,0.0,0.0,0.0
2153,6,OG0000245,Protoheme_IX_farnesyltransferase,514205,515062,0.0,0.0,0.0,0.0
2154,6,OG0000333,Cytochrome_bo_3__ubiquinol_oxidase_subunit_4,515090,515407,0.0,0.0,0.0,0.0
2155,6,OG0000246,Cytochrome_bo_3__ubiquinol_oxidase_subunit_3,515407,516024,0.0,0.0,0.0,0.0
2156,6,OG0000247,Cytochrome_bo_3__ubiquinol_oxidase_subunit_1,516021,518009,0.0,0.0,0.0,0.0
2157,6,OG0000248,Cytochrome_bo_3__ubiquinol_oxidase_subunit_2,518014,518931,0.0,0.0,0.0,0.0
2158,6,OG0000334,DNA-binding_transcriptional_regulator_BolA,519203,519517,0.0,0.0,0.0,0.0
2159,6,OG0000405,Trigger_factor,519653,520981,0.0,0.0,0.0,0.0
2160,6,OG0000249,ATP-dependent_Clp_protease_proteolytic_subunit,521116,521742,0.0,0.0,0.0,0.0
2161,6,OG0000250,ATP-dependent_Clp_protease_ATP-binding_subunit_ClpX,521841,523130,0.0,0.0,0.0,0.0
2162,6,OG0000251,Lon_protease,523322,525655,0.0,0.0,0.0,0.0
2163,6,OG0000013,Peptidyl-prolyl_cis-trans_isomerase_D,525797,527668,0.0,0.0,0.0,0.0
2164,6,OG0000335,putative_multidrug_resistance_ABC_transporter_ATP-binding/permease_protein_YheI,528636,530405,0.0,0.0,0.0,0.0
2165,6,OG0000336,Multidrug_resistance-like_ATP-binding_protein_MdlB,530377,532149,0.0,0.0,0.0,0.0
2166,6,OG0000252,DNA_polymerase_III_subunit_tau,532444,533529,0.0,0.0,0.0,0.0
2167,6,OG0000253,Nucleoid-associated_protein_YbaB,533849,534178,0.0,0.0,0.0,0.0
2168,6,OG0000254,Chaperone_protein_HtpG,534324,536198,0.0,0.0,0.0,0.0
2169,6,OG0000337,Adenylate_kinase,536271,536918,0.0,0.0,0.0,0.0
2170,6,OG0000338,Bifunctional_protein_FolD_protein,537149,538006,0.0,0.0,0.0,0.0
2171,6,OG0000255,Cysteine--tRNA_ligase,538003,539397,0.0,0.0,0.0,0.0
2172,6,OG0000256,hypothetical_protein,539659,539922,0.0,0.0,0.0,0.0
2173,6,OG0000257,Cold_shock-like_protein_CspE,540029,540238,0.0,0.0,0.0,0.0
2174,6,OG0000339,Shikimate_dehydrogenase__NADP_+__,544052,544873,0.0,0.0,0.0,0.0
2175,6,OG0000473,Threonylcarbamoyl-AMP_synthase,544866,545438,0.0,0.0,0.0,0.0
2176,6,OG0000543,Protein_Smg,545491,545964,0.0,0.0,0.0,0.0
2177,6,OG0000258,Peptide_deformylase,546208,546729,0.0,0.0,0.0,0.0
2178,6,OG0000259,Methionyl-tRNA_formyltransferase,546738,547682,0.0,0.0,0.0,0.0
2179,6,OG0000260,50S_ribosomal_protein_L17,547809,548201,0.0,0.0,0.0,0.0
2180,6,OG0000261,DNA-directed_RNA_polymerase_subunit_alpha,548246,549235,0.0,0.0,0.0,0.0
2181,6,OG0000262,30S_ribosomal_protein_S4,549264,549884,0.0,0.0,0.0,0.0
2182,6,OG0000263,30S_ribosomal_protein_S11,549910,550305,0.0,0.0,0.0,0.0
2183,6,OG0000264,30S_ribosomal_protein_S13,550323,550679,0.0,0.0,0.0,0.0
2184,6,OG0000357,50S_ribosomal_protein_L36,550773,550889,0.0,0.0,0.0,0.0
2185,6,OG0000265,Protein_translocase_subunit_SecY,550915,552228,0.0,0.0,0.0,0.0
2186,6,OG0000051,50S_ribosomal_protein_L15,552239,552673,0.0,0.0,0.0,0.0
2187,6,OG0000266,50S_ribosomal_protein_L30,552678,552857,0.0,0.0,0.0,0.0
2188,6,OG0000267,30S_ribosomal_protein_S5,552867,553370,0.0,0.0,0.0,0.0
2189,6,OG0000268,50S_ribosomal_protein_L18,553386,553754,0.0,0.0,0.0,0.0
2190,6,OG0000269,50S_ribosomal_protein_L6,553756,554292,0.0,0.0,0.0,0.0
2191,6,OG0000270,30S_ribosomal_protein_S8,554303,554695,0.0,0.0,0.0,0.0
2192,6,OG0000271,30S_ribosomal_protein_S14,554724,555029,0.0,0.0,0.0,0.0
2193,6,OG0000272,50S_ribosomal_protein_L5,555047,555586,0.0,0.0,0.0,0.0
2194,6,OG0000273,50S_ribosomal_protein_L24,555601,555915,0.0,0.0,0.0,0.0
2195,6,OG0000274,50S_ribosomal_protein_L14,555941,556309,0.0,0.0,0.0,0.0
2196,6,OG0000275,30S_ribosomal_protein_S17,556423,556674,0.0,0.0,0.0,0.0
2197,6,OG0000276,50S_ribosomal_protein_L29,556674,556871,0.0,0.0,0.0,0.0
2198,6,OG0000277,50S_ribosomal_protein_L16,556871,557281,0.0,0.0,0.0,0.0
2199,6,OG0000278,30S_ribosomal_protein_S3,557302,558003,0.0,0.0,0.0,0.0
2200,6,OG0000279,50S_ribosomal_protein_L22,558022,558354,0.0,0.0,0.0,0.0
2201,6,OG0000280,30S_ribosomal_protein_S19,558390,558668,0.0,0.0,0.0,0.0
2202,6,OG0000281,50S_ribosomal_protein_L2,558688,559509,0.0,0.0,0.0,0.0
2203,6,OG0000282,50S_ribosomal_protein_L23,559524,559826,0.0,0.0,0.0,0.0
2204,6,OG0000283,50S_ribosomal_protein_L4,559823,560428,0.0,0.0,0.0,0.0
2205,6,OG0000284,50S_ribosomal_protein_L3,560446,561075,0.0,0.0,0.0,0.0
2206,6,OG0000285,30S_ribosomal_protein_S10,561106,561417,0.0,0.0,0.0,0.0
2207,6,OG0000286,Elongation_factor_Tu_1,561749,562933,0.0,0.0,0.0,0.0
2208,6,OG0000287,Elongation_factor_G,563001,565109,0.0,0.0,0.0,0.0
2209,6,OG0000288,30S_ribosomal_protein_S7,565224,565694,0.0,0.0,0.0,0.0
2210,6,OG0000289,30S_ribosomal_protein_S12,565736,566110,0.0,0.0,0.0,0.0
2211,6,OG0000290,Protein_TusB,566244,566531,0.0,0.0,0.0,0.0
2212,6,OG0000291,Intracellular_sulfur_oxidation_protein_DsrF,566543,566902,0.0,0.0,0.0,0.0
2213,6,OG0000292,Sulfurtransferase_TusD,566921,567307,0.0,0.0,0.0,0.0
2214,6,OG0000382,FKBP-type_peptidyl-prolyl_cis-trans_isomerase_FkpA,567390,568154,0.0,0.0,0.0,0.0
2215,6,OG0000563,Acetylornithine/succinyldiaminopimelate_aminotransferase,568577,569803,0.0,0.0,0.0,0.0
2216,6,OG0000474,Protein_TsgA,570119,571285,0.0,0.0,0.0,0.0
2217,6,OG0000293,Tryptophan--tRNA_ligase,571347,572354,0.0,0.0,0.0,0.0
2218,6,OG0000294,Ribulose-phosphate_3-epimerase,572377,573063,0.0,0.0,0.0,0.0
2219,6,OG0000295,3-dehydroquinate_synthase,573947,575029,0.0,0.0,0.0,0.0
2220,6,OG0000296,Shikimate_kinase_1,575056,575577,0.0,0.0,0.0,0.0
2221,6,OG0000512,Purine_nucleoside_phosphorylase_DeoD-type,576180,576884,0.0,0.0,0.0,0.0
2222,6,OG0000475,Phosphopentomutase,576928,578151,0.0,0.0,0.0,0.0
2223,6,OG0000513,Peptide_chain_release_factor_RF3,578209,579789,0.0,0.0,0.0,0.0
2224,6,OG0000297,Fe/S_biogenesis_protein_NfuA,580901,581479,0.0,0.0,0.0,0.0
2225,6,OG0000298,Single-stranded_DNA-binding_protein,582092,582607,0.0,0.0,0.0,0.0
2226,6,OG0000299,Replicative_DNA_helicase,583277,584674,0.0,0.0,0.0,0.0
2227,6,OG0000476,Glutathione_synthetase,584921,585883,0.0,0.0,0.0,0.0
2228,6,OG0000300,Putative_pre-16S_rRNA_nuclease,585894,586301,0.0,0.0,0.0,0.0
2229,6,OG0000544,hypothetical_protein,586419,587021,0.0,0.0,0.0,0.0
2230,6,OG0000366,Oxygen-independent_coproporphyrinogen-III_oxidase-like_protein_YqeR,587064,588194,0.0,0.0,0.0,0.0
2231,6,OG0000340,tRNA__guanine-N_7_-_-methyltransferase,588201,588920,0.0,0.0,0.0,0.0
2232,6,OG0000301,Adenine_DNA_glycosylase,589018,590070,0.0,0.0,0.0,0.0
2233,6,OG0000406,putative_Fe_2+_-trafficking_protein,590090,590323,0.0,0.0,0.0,0.0
2234,6,OG0000477,Glutamate_racemase,590417,591205,0.0,0.0,0.0,0.0
2235,6,OG0000014,Exodeoxyribonuclease_I,591202,592638,0.0,0.0,0.0,0.0
2236,6,OG0000545,hypothetical_protein,592718,593026,0.0,0.0,0.0,0.0
2237,6,OG0000478,Orotate_phosphoribosyltransferase,593408,594049,0.0,0.0,0.0,0.0
2238,6,OG0000341,Deoxyuridine_5'-triphosphate_nucleotidohydrolase,594061,594525,0.0,0.0,0.0,0.0
2239,6,OG0000546,3'_2'__5'-bisphosphate_nucleotidase_CysQ,594569,595318,0.0,0.0,0.0,0.0
2240,6,OG0000302,50S_ribosomal_protein_L9,595353,595805,0.0,0.0,0.0,0.0
2241,6,OG0000303,30S_ribosomal_protein_S18,595854,596081,0.0,0.0,0.0,0.0
2242,6,OG0000304,30S_ribosomal_protein_S6,596207,596548,0.0,0.0,0.0,0.0
2243,6,OG0000479,Ribonuclease_R,596714,598909,0.0,0.0,0.0,0.0
2244,6,OG0000480,Adenylosuccinate_synthetase,599039,600340,0.0,0.0,0.0,0.0
2245,6,OG0000481,Modulator_of_FtsH_protease_HflC,600390,601328,0.0,0.0,0.0,0.0
2246,6,OG0000482,Modulator_of_FtsH_protease_HflK,601325,602545,0.0,0.0,0.0,0.0
2247,6,OG0000015,tRNA_dimethylallyltransferase,602702,603610,0.0,0.0,0.0,0.0
2248,6,OG0000407,DNA_mismatch_repair_protein_MutL,603648,605402,0.0,0.0,0.0,0.0
2249,6,OG0000483,Mannitol-1-phosphate_5-dehydrogenase,605502,606659,0.0,0.0,0.0,0.0
2250,6,OG0000408,PTS_system_mannitol-specific_EIICBA_component,606701,608599,0.0,0.0,0.0,0.0
2251,6,OG0000367,Glucose-6-phosphate_isomerase,608772,610421,0.0,0.0,0.0,0.0
2252,6,OG0000305,Oligoribonuclease,610735,611289,0.0,0.0,0.0,0.0
2253,6,OG0000484,N-acetylmuramoyl-L-alanine_amidase_AmiB,611741,612439,0.0,0.0,0.0,0.0
2254,6,OG0000306,50S_ribosomal_protein_L31,612561,612779,0.0,0.0,0.0,0.0
2255,6,OG0000572,Cell_division_protein_FtsN,612891,613148,0.0,0.0,0.0,0.0
2256,6,OG0000307,ATP-dependent_protease_subunit_HslV,613367,613897,0.0,0.0,0.0,0.0
2257,6,OG0000308,ATP-dependent_protease_ATPase_subunit_HslU,613910,615241,0.0,0.0,0.0,0.0
2258,6,OG0000547,Small_heat_shock_protein_IbpA,615447,615920,0.0,0.0,0.0,0.0
2259,6,OG0000309,Ferredoxin--NADP_reductase,615997,616755,0.0,0.0,0.0,0.0
2260,6,OG0000514,Elongation_factor_P--_R_-beta-lysine_ligase,616773,617747,0.0,0.0,0.0,0.0
2261,6,OG0000515,Phosphopantetheine_adenylyltransferase,617776,618315,0.0,0.0,0.0,0.0
